ASSETS19,ASSORG19,BHC19,BHCFOR19,REAL1419,ORDER,OCC19,SEQINS,CERT19,SID,TAX_ID19,CODE19,LEI,STATER19,NAME19,PLACE19,CODE17,HMPRID,SYD,RSSD19,RSSDP19,RSSDHH19,ORG19,ENTITY19,THC19,CHARTR19,INSURE19,THRIFT19,NCUA19,STATE19,MINBNK19,COUNTY19,TYPE19,NAMEOR19,FOREOR19,NAMES19,FORE19,NAMER19,TAXIDR19,LEIR19,LAR19,CRA19,FHLB19,FHFBID19,PARENT19,OLC19,ASSETL19,PURC19,PURCD19,ORIG19,HIELG19,HIRAT19,ORIGM19,HIELGM19,HIRATM19,ORIGD19,ORIGDM19,APPL19,APPLD19,APPLM19,APPLDM19
520821,48895,3609132, ,63264,508,10118,508,6354, ,22-0998445,1,5493003XLOX5FDT9R120,34,"FIRST HOPE BANK, A NATIONAL BA",HOPE,1,0000010118, ,434203,3609132,3609132,3609132,434203,3609132,200,7,10329, ,34,0,41,10,FIRST HOPE BANCORP,BHC,FIRST HOPE BK A NAT BKG ASSN,NAT,FIRST HOPE BK A NAT BKG ASSN,22-0998445,5493003XLOX5FDT9R120,213,0,2,10329,FIRST HOPE BANCORP,0,515091,0,0,168,162,0,14,14,0,36048,3933,213,47148,16,4785
491832,57418,1135404, ,78948,511,10180,511,3842, ,37-0573575,1,5493002GOGIUXB84JB89,17,FIRST NATIONAL BANK OF WATERLO,WATERLOO,1,0000010180, ,145545,1135404,1135404,1135404,145545,1135404,200,7,0, ,17,0,133,10,"FIRST WATERLOO BANCSHARES, INC",BHC,FIRST NB OF WATERLOO,NAT,FIRST NB OF WATERLOO,37-0573575,5493002GOGIUXB84JB89,465,0,7,12492,"FIRST WATERLOO BANCSHARES, INC",0,474651,2,76225449,403,366,0,9,9,0,70505,1597,463,79579,10,1655
663085,70770,1101726, ,106301,518,10420,518,3206, ,74-0633640,1,54930031J0Z4IG9PQZ65,48,"TEXAS GULF BANK, NATIONAL ASSO",HOUSTON,1,0000010420, ,514655,1101726,1101726,1101726,514655,1101726,200,7,0, ,48,0,201,10,"TEXAS GULF BANCSHARES, INC.",BHC,TEXAS GULF BK NA,NAT,TEXAS GULF BK NA,74-0633640,54930031J0Z4IG9PQZ65,70,0,9,52658,"TEXAS GULF BANCSHARES, INC.",0,598464,0,0,43,35,0,8,8,0,20766,4170,70,34787,20,8782
200526,26287,1143230, ,19539,528,10680,528,2107, ,57-0182454,1,549300X0240UXBEJNV56,45,FIRST NATIONAL BANK OF SOUTH C,HOLLY HILL,1,0000010680, ,347022,1143230,1143230,1143230,347022,1143230,200,7,15676, ,45,0,75,10,FNB CORPORATION,BHC,FIRST NB OF SC,NAT,FIRST NB OF SC,57-0182454,549300X0240UXBEJNV56,34,0,4,15676,FNB CORPORATION,0,192530,0,0,33,25,0,5,5,0,4564,988,34,4614,5,988
120021,120021,0, ,31460,535,11019,535,5557, ,75-0616404,1,549300LFR4FQMI48MF92,48,THE FIRST NATIONAL BANK OF TOM,TOM BEAN,1,0000011019, ,193162,0,0,-193162,193162, ,200,7,0, ,48,0,181,10,FIRST NB,NAT,FIRST NB,NAT,FIRST NB, ,0,145,0,9,56304, ,0,129078,0,0,115,107,0,17,17,0,15893,1748,145,19118,20,1785
573758,49384,1058343, ,105543,551,11397,551,4211, ,80-0733838,1,549300OBYIDGN0LRQS38,40,FIRST NATIONAL BANK OF OKLAHOM,OKLAHOMA CITY,1,0000011397, ,525053,1058343,1058343,1058343,525053,1058343,200,7,0, ,40,0,109,10,"FIRST BANCORP OF OKLAHOMA, INC",BHC,FIRST NB OK,NAT,FIRST NB OK,80-0733838,549300OBYIDGN0LRQS38,381,0,10,12990,"FIRST BANCORP OF OKLAHOMA, INC",0,499973,0,0,364,184,0,55,55,0,69292,8219,381,71134,57,8514
216070,21433,1124118, ,36526,553,11412,553,5357, ,39-0501178,1,549300Q26XXW77S35W27,55,FIRST NATIONAL COMMUNITY BANK,NEW RICHMOND,1,0000011412, ,23755,1124118,1124118,1124118,23755,1124118,200,7,0, ,55,0,109,10,ONE CORPORATION,BHC,FIRST NAT CMNTY BK,NAT,FIRST NAT CMNTY BK,39-0501178,549300Q26XXW77S35W27,258,0,7,13440,ONE CORPORATION,0,203815,0,0,222,209,0,1,1,0,52743,256,258,62489,4,938
877477,92206,3248821, ,70532,556,11573,556,6531, ,34-4205025,1,549300HNMUG8WS7JLL28,39,THE CITIZENS NATIONAL BANK OF,BLUFFTON,1,0000011573, ,738013,3248821,3248821,3248821,738013,3248821,200,7,0, ,39,0,3,10,"CITIZENS BANCSHARES, INC.",BHC,CITIZENS NB,NAT,CITIZENS NB,34-4205025,0,817,0,5,8897,"CITIZENS BANCSHARES, INC.",0,858390,0,0,587,531,15,16,16,1,98593,2275,817,134553,30,4346
1444951,161054,1401190, ,179261,557,11583,557,6947, ,16-0426523,1,549300F7JKU0UTD6KX15,36,"EVANS BANK, NATIONAL ASSOCIATI",ANGOLA,1,0000011583, ,292908,1401190,1401190,1401190,292908,1401190,200,7,0, ,36,0,29,10,"EVANS BANCORP, INC.",FHD,EVANS BK NA,NAT,EVANS BK NA,16-0426523,0,278,0,2,13454,"EVANS BANCORP, INC.",0,1372904,0,0,246,224,0,40,40,0,79387,4510,278,84488,47,5419
123306,123306,0, ,35535,567,11798,567,4722, ,48-0314805,1,549300ND02E8JILK7S61,20,THE FIRST NATIONAL BANK OF LOU,LOUISBURG,1,0000011798, ,132451,0,0,-132451,132451, ,200,7,0, ,20,0,121,10,FIRST NB OF LOUISBURG,NAT,FIRST NB OF LOUISBURG,NAT,FIRST NB OF LOUISBURG, ,0,31,0,10,15201, ,0,114886,0,0,28,27,0,0,0,0,10589,0,31,11954,0,0
330035,30696,3305434, ,57894,572,11879,572,3337, ,74-0780455,1,549300BG31WZXGJRH472,48,TEXAS NATIONAL BANK,MERCEDES,1,0000011879, ,497954,3305434,3305434,3305434,497954,3305434,200,7,0, ,48,10,215,10,"MNB VENTURES, INC.",BHC,TEXAS NB,NAT,TEXAS NB,74-0780455,0,78,0,9,52037,"MNB VENTURES, INC.",0,303646,0,0,61,40,0,36,36,0,19902,6828,78,22503,49,8496
699498,67477,1051465, ,40961,577,12044,577,4091, ,73-0783952,1,549300O5WDIJU8S7OI05,40,"STRIDE BANK, NATIONAL ASSOCIAT",ENID,1,0000012044, ,278555,1051465,1051465,1051465,278555,1051465,200,7,0, ,40,0,47,10,CENTRAL SERVICE CORPORATION,BHC,STRIDE BK NA,NAT,STRIDE BK NA,73-0783952,549300O5QDIJU8S7OI05,61,0,10,11591,CENTRAL SERVICE CORPORATION,0,664489,0,0,36,23,0,3,3,0,10055,121,61,21209,8,1006
3808254,3808254,0, ,94810,580,12072,580,16130, ,92-0006595,1,25490089V5DJHFQMOA03,2,FIRST NATIONAL BANK ALASKA,ANCHORAGE,1,0000012072, ,114260,0,0,-114260,114260, ,200,7,0, ,2,0,20,10,FIRST NB ALASKA,NAT,FIRST NB ALASKA,NAT,FIRST NB ALASKA, ,0,688,0,8,14844, ,0,3753466,0,0,483,450,11,55,54,1,129510,13791,688,184314,72,18360
1048158,111764,1076673, ,133092,592,12267,592,6892, ,54-0325370,1,549300CPWNBJ0UCBZ853,51,THE OLD POINT NATIONAL BANK OF,HAMPTON,1,0000012267, ,186221,1076673,1076673,1076673,186221,1076673,200,7,12252, ,51,0,650,10,OLD POINT FINANCIAL CORPORATIO,BHC,OLD POINT NB OF PHOEBUS,NAT,OLD POINT NB OF PHOEBUS,54-0325370,549300CPWNBJ0UCBZ853,160,0,4,12252,OLD POINT FINANCIAL CORPORATIO,0,1032676,0,0,123,115,0,12,12,0,29662,2169,160,34726,14,2861
461701,45436,1131451, ,26492,597,12346,597,4801, ,48-0428300,1,549300FJI86JAMJGHR47,20,SOUTHWEST NATIONAL BANK,WICHITA,1,0000012346, ,499855,1131451,1131451,1131451,499855,1131451,200,7,0, ,20,0,173,10,REPUBLIC FINANCIAL CORPORATION,BHC,SOUTHWEST NB,NAT,SOUTHWEST NB,48-0428300,0,83,0,10,52229,REPUBLIC FINANCIAL CORPORATION,0,456339,0,0,75,8,0,5,5,0,14207,249,83,16844,7,305
375741,70667,1140097, ,82784,605,12471,605,7646, ,23-0910300,1,549300ZUTKMSWP8JCE68,42,THE NEFFS NATIONAL BANK,NEFFS,1,0000012471, ,144913,1140097,1140097,1140097,144913,1140097,200,7,0, ,42,0,77,10,"NEFFS BANCORP, INC.",BHC,NEFFS NB,NAT,NEFFS NB,23-0910300,0,112,0,3,14888,"NEFFS BANCORP, INC.",0,370451,0,0,93,88,0,1,1,0,15143,21,112,17271,1,21
99257,99257,0, ,36423,619,12739,619,3190, ,74-0614976,1,254900Y2VQW872IK0096,48,THE FIRST NATIONAL BANK OF EVA,EVANT,1,0000012739, ,379153,0,0,-379153,379153, ,200,7,0, ,48,0,99,10,FIRST NB,NAT,FIRST NB,NAT,FIRST NB,74-0614976,0,69,0,0,0, ,0,98277,0,0,63,59,0,7,7,0,8106,698,69,8911,8,716
143427,143427,0, ,33375,625,12810,625,14619, ,15-0395710,1,5493008FJUGC53MGWP13,36,SAVANNAH BANK NATIONAL ASSOCIA,SAVANNAH,1,0000012810, ,647414,0,0,-647414,647414, ,200,7,0, ,36,0,117,10,SAVANNAH BK NA,NAT,SAVANNAH BK NA,NAT,SAVANNAH BK NA,15-0395710,0,97,0,2,52969, ,0,143106,0,0,59,49,0,1,1,0,5989,66,97,11964,1,66
351504,43032,1233627, ,61387,626,12850,626,3301, ,74-0745975,1,549300IC1SF2RZ8ROR54,48,THE FIRST LIBERTY NATIONAL BAN,LIBERTY,1,0000012850, ,629353,1233627,1233627,1233627,629353,1233627,200,7,0, ,48,0,291,10,FIRST LIBERTY NATIONAL BANCSHA,FHD,FIRST LIBERTY NB,NAT,FIRST LIBERTY NB,74-0745975,549300IC1SF2RZ8ROR54,247,0,9,17693,FIRST LIBERTY NATIONAL BANCSHA,0,307164,0,0,130,115,0,13,13,0,25608,1979,247,51884,44,7254
510032,58600,1140930, ,73574,631,12955,631,4549, ,43-0216490,1,549300RM0VO0UBTMOZ05,29,CITIZENS NATIONAL BANK OF GREA,MAPLEWOOD,1,0000012955, ,870650,1140930,1140930,1140930,870650,1140930,200,7,0, ,29,0,189,10,"CARDINAL BANCORP, INC.",BHC,CITIZENS NB OF GREATER STL,NAT,CITIZENS NB OF GREATER STL,43-0216490,0,441,0,8,12959,"CARDINAL BANCORP, INC.",0,504819,0,0,366,348,17,48,48,3,103121,11144,441,129357,71,15412
104693,17253,3271267, ,19827,644,13116,644,5131, ,41-0607570,1,549300BPU3QTJ3ZRVE07,27,WESTERN NATIONAL BANK,DULUTH,1,0000013116, ,127055,3271267,3271267,3271267,127055,3271267,200,7,0, ,27,0,137,10,"WESTERN BANCORPORATION, INC.",BHC,WESTERN NB,NAT,WESTERN NB,41-0607570,0,68,0,8,12883,"WESTERN BANCORPORATION, INC.",0,109769,0,0,50,47,4,3,3,0,10686,492,68,13818,5,825
4096811,4097843,1048894, ,1621419,646,13126,646,7072, ,11-0804410,1,WO4YNEKNSZNVVA7Q7C46,36,THE FIRST NATIONAL BANK OF LON,GLEN HEAD,1,0000013126, ,837000,1048894,1048894,1048894,837000,1048894,200,7,0, ,36,0,59,10,FIRST OF LONG ISLAND CORPORATI,BHC,FIRST NB OF LONG ISLAND,NAT,FIRST NB OF LONG ISLAND,11-0804410,0,162,0,2,53197,FIRST OF LONG ISLAND CORPORATI,0,4240633,22,595135259,98,47,1,3,3,1,180830,1500,140,248394,5,2435
233929,107590,1124163, ,44546,649,13202,649,5337, ,39-0147375,1,549300C0NMWZNSX3W048,55,THE FIRST NATIONAL BANK OF BAN,BANGOR,1,0000013202, ,627854,1124163,1124163,1124163,627854,1124163,200,7,0, ,55,0,63,10,"BOSSHARD BANCO, LTD.",BHC,FIRST NB OF BANGOR,NAT,FIRST NB OF BANGOR,39-0147375,549300C0NMWZNSX3W048,79,0,0,0,"BOSSHARD BANCO, LTD.",0,230926,0,0,76,58,0,2,2,0,16029,175,79,16094,2,175
1168844,135376,1105470, ,130839,664,13516,664,5574, ,75-0187771,1,549300PV2KIL739QYQ35,48,CITIZENS NATIONAL BANK OF TEXA,WAXAHACHIE,1,0000013516, ,552161,1105470,1105470,1105470,552161,1105470,200,7,0, ,48,0,139,10,"FIRST CITIZENS BANCSHARES, INC",BHC,CITIZENS NB,NAT,CITIZENS NB,75-0187771,549300PV2KIL739QYQ35,461,0,9,17567,"FIRST CITIZENS BANCSHARES, INC",0,1117758,0,0,315,219,0,21,21,0,75279,4517,461,102886,48,9111
122346,15725,1492497, ,27941,669,13579,669,3749, ,37-0274830,1,54930041S7CZYMJ4CH46,17,THE FIRST NATIONAL BANK IN TRE,TREMONT,1,0000013579, ,353546,1492497,1492497,1492497,353546,1492497,200,7,0, ,17,0,179,10,"TREMONT BANCORP, INC.",BHC,FIRST NB IN TREMONT,NAT,FIRST NB IN TREMONT,37-0274830,54930041S7CZYMJ4CH46,51,0,7,14966,"TREMONT BANCORP, INC.",0,123773,0,0,50,45,0,4,4,0,4774,450,51,4874,4,450
1525058,170455,1104923, ,299068,716,13778,716,5551, ,74-0935612,1,549300F7S6KEMTKK0546,48,"EXTRACO BANKS, NATIONAL ASSOCI",TEMPLE,1,0000013778, ,537560,1987519,1104923,1104923,537560,1104923,200,7,0, ,48,0,27,10,EXTRACO CORPORATION,BHC,EXTRACO BKS NA,NAT,EXTRACO BKS NA,74-0935612,549300F7S6KEMTKK0546,613,0,9,16354,EXTRACO DELAWARE CORPORATION,0,1429277,0,0,498,405,47,155,143,34,115015,30391,613,135765,203,37111
2354874,350875,2067007, ,540177,718,13790,718,3931, ,45-0140105,1,549300C4J510S9L1RF98,38,"ALERUS FINANCIAL, NATIONAL ASS",GRAND FORKS,1,0000013790, ,933256,2067007,2067007,2067007,933256,2067007,200,7,0, ,38,0,35,10,ALERUS FINANCIAL CORPORATION,FHD,ALERUS FNCL NA,NAT,ALERUS FNCL NA,45-0140105,549300C4J510S9L1RF98,4725,0,8,10999,ALERUS FINANCIAL CORPORATION,0,2176480,0,0,4191,4148,57,377,377,5,1066586,95995,4725,1205756,423,107562
100523,100523,0, ,27895,727,13835,727,2616, ,04-1621330,1,549300R4DYQY768S1R28,25,MILLBURY NATIONAL BANK,MILLBURY,1,0000013835, ,881900,0,0,-881900,881900, ,200,7,0, ,25,0,27,10,MILLBURY NB,NAT,MILLBURY NB,NAT,MILLBURY NB, ,0,71,0,1,17573, ,0,88414,0,0,38,18,0,0,0,0,10304,0,71,21130,0,0
994623,126238,2665739, ,149266,760,14109,760,14266, ,39-0669230,1,549300YSSK1TDPTWQ036,55,NATIONAL BANK OF COMMERCE,SUPERIOR,1,0000014109, ,775456,2665739,2665739,2665739,775456,2665739,200,7,0, ,55,0,31,10,"NATCOM BANCSHARES,INC.",BHC,NATIONAL BK OF CMRC,NAT,NATIONAL BK OF CMRC,39-0669230,549300YSSK1TDPTWQ036,645,0,7,17766,"NATCOM BANCSHARES,INC.",0,611215,0,0,504,434,0,5,5,0,108585,1949,645,140653,9,2821
5700689,5718432,1107205, ,285735,777,14206,777,14531, ,75-0109799,1,549300ASIS4D2QDWH380,48,AMARILLO NATIONAL BANK,AMARILLO,1,0000014206, ,353555,1107205,1107205,1107205,353555,1107205,200,7,0, ,48,0,375,10,"AMARILLO NATIONAL BANCORP, INC",BHC,AMARILLO NB,NAT,AMARILLO NB,75-0109799,549300ASIS4D2QDWH380,4096,0,9,10978,"AMARILLO NATIONAL BANCORP, INC",0,4367991,0,0,1724,1671,210,389,389,74,354132,52688,4096,695735,1266,160153
701013,67455,1830361, ,133822,783,14240,783,14646, ,21-0451020,1,549300DSSN04C7ZJJD51,34,NEWFIELD NATIONAL BANK,NEWFIELD,1,0000014240, ,632410,1830361,1830361,1830361,632410,1830361,200,7,0, ,34,0,15,10,"NEWFIELD BANCORP, INC.",BHC,NEWFIELD NB,NAT,NEWFIELD NB,21-0451020,0,189,0,2,54921,"NEWFIELD BANCORP, INC.",0,667283,0,0,133,112,0,8,8,0,25184,787,189,29991,16,1191
202031,22403,1099618, ,15709,784,14268,784,14761, ,37-0206035,1,54930000REMJYLBAS614,17,THE FIRST NATIONAL BANK IN CAR,CARLYLE,1,0000014268, ,614948,1099618,1099618,1099618,614948,1099618,200,7,0, ,17,0,27,10,FIRST NATIONAL BANCORPORATION,BHC,FIRST NB,NAT,FIRST NB,37-0206035,54930000REMJYLBAS614,43,0,7,10905,FIRST NATIONAL BANCORPORATION,0,188605,0,0,36,32,0,1,1,0,4287,73,43,4784,1,73
549335,68053,1902754, ,132278,792,14310,792,14924, ,37-0274835,1,549300LAE6XLBPPTPI03,17,THE FIRST NATIONAL BANK IN STA,STAUNTON,1,0000014310, ,126740,1902754,1902754,1902754,126740,1902754,200,7,0, ,17,0,117,10,"FIRST STAUNTON BANCSHARES, INC",BHC,FIRST NB IN STAUNTON,NAT,STAUNTON BR, , ,452,0,7,52550,"FIRST STAUNTON BANCSHARES, INC",0,540720,0,0,338,310,0,6,6,0,50374,821,452,66336,9,1133
324599,31221,1064504, ,65097,794,14315,794,14966, ,73-0440300,1,549300XTFXREUXEWLW38,40,THE SECURITY NATIONAL BANK OF,ENID,1,0000014315, ,119153,1064504,1064504,1064504,119153,1064504,200,7,0, ,40,0,47,10,SECURITY FINANCIAL SERVICES CO,FHD,SECURITY NB,NAT,SECURITY NB,73-0440300,0,89,0,0,0,SECURITY FINANCIAL SERVICES CO,0,326532,0,0,79,73,0,10,10,0,12423,1223,89,13232,14,1387
369265,51452,1491801, ,26170,818,14418,818,926, ,36-1614225,1,549300K35KPBBS2J9A28,17,PEOPLES NATIONAL BANK OF KEWAN,KEWANEE,1,0000014418, ,823133,1491801,1491801,1491801,823133,1491801,200,7,0, ,17,0,73,10,PEOPLES FINANCIAL CORP. OF ILL,BHC,PEOPLES NB OF KEWANEE,NAT,PEOPLES NB OF KEWANEE,36-1614225,549300K35KPBBS2J9A28,64,0,0,0,PEOPLES FINANCIAL CORP. OF ILL,0,352234,0,0,38,37,0,1,1,0,4253,49,64,6269,1,49
3831907,3856185,1106879, ,456813,825,14447,825,15797, ,74-0526885,1,RA4FKR1AA05ZK88M8034,48,BROADWAY NATIONAL BANK,SAN ANTONIO,1,0000014447, ,474254,1828005,1106879,1106879,474254,1106879,200,7,0, ,48,0,29,10,"BROADWAY BANCSHARES, INC.",BHC,BROADWAY NB,NAT,BROADWAY NB,74-0526885,0,793,0,9,15396,BROADWAY BANCSHARES OF DELAWAR,0,3653723,0,0,376,372,0,62,62,0,177533,14082,793,286292,196,35350
369667,46377,1098581, ,30990,842,14510,842,16276, ,37-0611788,1,549300KTBKVRBY302A16,17,"BANK OF HILLSBORO, NATIONAL AS",HILLSBORO,1,0000014510, ,659341,1098581,1098581,1098581,659341,1098581,200,7,0, ,17,0,135,10,"COUNTRY BANCORP, INC.",BHC,BANK OF HILLSBORO NA,NAT,BANK OF HILLSBORO NA,37-0611788,0,307,0,7,13932,"COUNTRY BANCORP, INC.",0,339141,0,0,224,205,0,4,3,0,32869,2264,307,41348,6,2701
391892,124226,4208961, ,48577,854,14546,854,16416, ,73-0541534,1,549300FNCDQV214FLN54,40,"FSNB, NATIONAL ASSOCIATION",LAWTON,1,0000014546, ,125154,4208961,4208961,4208961,125154,4208961,200,7,0, ,40,0,31,10,"JRMB II, INC",BHC,FSNB NA,NAT,FSNB NA,73-0541534,549300FNCDQV214FLN54,35,0,10,52377,"JRMB II, INC",0,383350,0,0,11,9,0,1,1,0,4949,26,35,9312,10,1046
242306,21268,1203853, ,47863,859,14566,859,15945, ,36-1079213,1,213800GF3VF8WSF5Q651,13,FOREST PARK NATIONAL BANK AND,FOREST PARK,1,0000014566, ,926632,1203853,1203853,1203853,926632,1203853,200,7,0, ,17,0,31,10,FIRST FOREST PARK CORPORATION,BHC,FOREST PARK NB&TC,NAT,FOREST PARK NB&TC,36-1079213,213800GF3VF8WSF5Q651,82,0,7,55373,FIRST FOREST PARK CORPORATION,0,230985,0,0,74,30,0,6,6,0,24779,1543,82,28457,7,1768
85025,9816,3595431, ,10903,871,14617,871,16752, ,36-2119230,1,5493005ITNB06W8ZHD39,17,NATIONAL BANK OF ST. ANNE,ST. ANNE,1,0000014617, ,760340,3595431,3595431,3595431,760340,3595431,200,7,0, ,17,0,91,10,"ST. ANNE BANCORP, INC.",BHC,NATIONAL BK ST ANNE,NAT,NATIONAL BK ST ANNE,36-2119230,0,104,0,7,53904,"ST. ANNE BANCORP, INC.",0,58945,0,0,85,82,0,6,6,0,13391,768,104,15918,8,1187
483117,43699,3471889, ,98115,883,14680,883,11501, ,14-0696810,1,549300S5FSS555M0NA74,36,FIRST NATIONAL BANK OF SCOTIA,SCOTIA,1,0000014680, ,472616,3471889,3471889,3471889,472616,3471889,200,7,0, ,36,0,93,10,GLENVILLE BANK HOLDING COMPANY,FHD,FIRST NB OF SCOTIA,NAT,FIRST NB OF SCOTIA,14-0696810,0,258,0,2,54417,GLENVILLE BANK HOLDING COMPANY,0,474407,0,0,229,214,0,15,15,0,32837,2833,258,38004,19,3795
617722,102206,1208933, ,20832,886,14688,886,17230, ,36-2245476,1,25490001F0A9F7BV6B05,17,ALBANY BANK AND TRUST COMPANY,CHICAGO,1,0000014688, ,2732,1208933,1208933,1208933,2732,1208933,200,7,0, ,17,0,31,10,ALBANK CORPORATION,BHC,ALBANY B&TC NA,NAT,ALBANY B&TC NA,36-2245476,25490001F0A9F7BV6B05,30,0,0,0,ALBANK CORPORATION,0,600844,0,0,20,4,0,0,0,0,20239,0,30,34756,1,224
2488033,257783,1206313, ,2101759,897,14740,897,17438, ,38-1470765,1,254900WTZC5SSKIN2M11,26,FIRST NATIONAL BANK OF AMERICA,EAST LANSING,1,0000014740, ,413141,1206313,1206313,1206313,413141,1206313,200,7,11072, ,26,0,65,10,"FIRST NATIONAL BANCSHARES, INC",BHC,FIRST NB AMER,NAT,FIRST NB AMER,38-1470765,254900WTZC5SSKIN2M11,5349,0,6,11072,"FIRST NATIONAL BANCSHARES, INC",0,1798459,1367,51881300,2565,2526,2460,2039,2037,1993,512217,409164,3982,761339,2996,582818
130742,17991,2616179, ,50740,904,14757,904,17513, ,37-0731549,1,5493004LTLRA7Y5L3696,17,THE FISHER NATIONAL BANK,FISHER,1,0000014757, ,739832,2616179,2616179,2616179,739832,2616179,200,7,15454, ,17,0,19,10,"FISHER BANCORP, INC.",BHC,FISHER NB,NAT,FISHER NB,37-0731549,5493004LTLRA7Y5L3696,240,0,7,15454,"FISHER BANCORP, INC.",0,123233,0,0,221,184,0,11,11,0,30781,1293,240,33023,11,1293
7108356,7108511,1085013, ,1234329,922,14838,922,131, ,59-0193820,1,5493006MCOP60BBI4G97,12,SEACOAST NATIONAL BANK,STUART,1,0000014838, ,34537,1085013,1085013,1085013,34537,1085013,200,7,15273, ,12,0,85,10,SEACOAST BANKING CORPORATION O,FHD,SEACOAST NB,NAT,SEACOAST NB,59-0193820,0,5120,0,4,15273,SEACOAST BANKING CORPORATION O,0,6748096,733,92103305,2734,2711,107,369,369,18,554587,65145,4387,841073,727,123972
665004,65418,1142439, ,116457,933,14911,933,18296, ,99-0104713,1,549300CFZ6PC3YYDJQ89,15,HAWAII NATIONAL BANK,HONOLULU,1,0000014911, ,915065,1142439,1142439,1142439,915065,1142439,200,7,0, ,15,20,3,10,"HAWAII NATIONAL BANCSHARES, IN",BHC,HAWAII NB,NAT,HAWAII NB,99-0104713,549300CFZ6PC3YYDJQ89,63,0,8,11914,"HAWAII NATIONAL BANCSHARES, IN",0,639045,0,0,57,55,0,49,47,0,32822,28575,63,35815,54,31022
1179926,1181587,1139103, ,119427,950,14991,950,18561, ,41-0852727,1,549300HWDY3N8UVJO697,27,"SUNRISE BANKS, NATIONAL ASSOCI",ST. PAUL,1,0000014991, ,860053,1139103,1139103,1139103,860053,1139103,200,7,0, ,27,0,123,10,"UNIVERSITY FINANCIAL CORP, GBC",BHC,SUNRISE BKS NA,NAT,SUNRISE BKS NA,41-0852727,549300HWDY3N8UVJO697,427,0,8,14857,"UNIVERSITY FINANCIAL CORP, GBC",0,1127209,0,0,329,180,0,118,110,0,62130,23072,427,92566,174,34491
212479,212479,0, ,37213,951,14993,951,18564, ,36-2483165,1,254900TO7P4MVLV70225,17,FIRST NATIONAL BANK OF BROOKFI,BROOKFIELD,1,0000014993, ,465038,0,0,-465038,465038, ,200,7,0, ,17,0,31,10,FIRST NB OF BROOKFIELD,NAT,FIRST NB OF BROOKFIELD,NAT,FIRST NB OF BROOKFIELD,36-2483165,0,68,0,7,16302, ,0,186068,0,0,67,19,0,2,2,0,37837,771,68,39252,2,771
92064,92064,0, ,3790,970,15058,970,17782, ,84-0466180,1,254900Q9T600TUK1R135,8,PIKES PEAK NATIONAL BANK,COLORADO SPRINGS,1,0000015058, ,643658,1061802,1061802,-643658,643658, ,200,7,0, ,8,0,41,10,PIKES PEAK NB,NAT,PIKES PEAK NB,NAT,PIKES PEAK NB,84-0466180,0,24,0,10,10282, ,0,94361,0,0,11,4,0,2,2,0,1916,241,24,5589,2,241
217320,20811,1118818, ,36642,1016,15257,1016,19024, ,71-0355189,1,549300SG7DAVFO3NTC34,48,COMMERCIAL NATIONAL BANK OF TE,TEXARKANA,1,0000015257, ,794149,1118818,1118818,1118818,794149,1118818,200,7,0, ,48,0,37,10,"COMMERCIAL BANCSHARES, INC.",BHC,COMMERCIAL NB,NAT,COMMERCIAL NB,71-0355189,549300SG7DAVFO3NTC34,74,0,9,11263,"COMMERCIAL BANCSHARES, INC.",0,206336,0,0,64,58,0,6,6,0,14681,429,74,15568,6,429
3038098,3045151,1134498, ,345652,1024,15292,1024,19080, ,75-1160447,1,549300AHVQ1LDFNP8P69,48,INWOOD NATIONAL BANK,DALLAS,1,0000015292, ,913753,2341743,1134498,1134498,913753,1134498,200,7,0, ,48,0,113,10,"INWOOD BANCSHARES, INC.",BHC,INWOOD NB,NAT,INWOOD NB,75-1160447,0,778,0,9,10723,"INWOOD DELAWARE, INC.",0,2817297,0,0,555,539,4,90,89,0,166615,15836,778,229143,124,20881
778228,102924,1054840, ,94484,1039,15359,1039,19184, ,83-0202762,1,549300KJI3KX8KY2FG10,56,HILLTOP NATIONAL BANK,CASPER,1,0000015359, ,1454,1054840,1054840,1054840,1454,1054840,200,7,0, ,56,0,25,10,MIDLAND FINANCIAL CORPORATION,BHC,HILLTOP NB,NAT,HILLTOP NB,83-0202762,549300KJI3KX8KY2FG10,367,0,8,10647,MIDLAND FINANCIAL CORPORATION,0,809986,0,0,292,287,0,29,29,0,55430,5569,367,66928,35,6433
878098,111602,1140323, ,59942,1044,15379,1044,19213, ,47-0485339,1,5493007RCYAICJL91Z44,31,SECURITY NATIONAL BANK OF OMAH,OMAHA,1,0000015379, ,844053,1140323,1140323,1140323,844053,1140323,200,7,0, ,31,0,55,10,SECURITY NATIONAL CORPORATION,FHD,SECURITY NB OF OMAHA,NAT,SECURITY NB OF OMAHA,47-0485339,0,167,0,10,10854,SECURITY NATIONAL CORPORATION,0,962241,0,0,90,57,0,1,1,0,14735,150,167,41203,13,1945
710305,77971,3017915, ,140717,1052,0,1052,19288, ,73-0741121,3,549300VWURV8LBNGQ353,40,FIRSTAR BANK,SALLISAW,1,0000015429, ,427353,3017915,3017915,3017915,427353,3017915,200,7,0, ,40,0,135,10,FIRSTAR FINANCIAL CORP.,BHC,FIRSTAR BK,NMB,FIRSTAR BK,73-0741121,549300VWURV8LBNGQ353,1148,0,10,52465,FIRSTAR FINANCIAL CORP.,0,586089,0,0,963,823,88,148,148,16,161463,19891,1148,188663,185,24002
